ResourceID,Full Address,Address Type,Building Name,Building Number (Sub-Street),Sub-Street,Building Number (Street),Street,Locality,Town,County,Country,Postcode
c4d2c034-1aec-4042-833b-8b3e7859a38f,"62  British Grove, Chiswick, London, W4 2NL",Primary,,,,62 ,British Grove,Chiswick,London,,,W4 2NL
c50d0de6-5128-492f-a3a8-7d7487633aa3,"1  Greenwood Road, London, E8 1AE",Primary,,,,1 ,Greenwood Road,,London,,,E8 1AE
c54bb652-d9ff-423f-9770-d30773c086ac,"The Old Boathouse, 1A Putney Embankment, Putney, London, SW15 1LB",Primary,The Old Boathouse,,,1A,Putney Embankment,Putney,London,,,SW15 1LB
c587f0fa-c04e-49b9-acee-232e37271603,"Charles Rowan House, Margery Street, Islington, London, WC1X 0EH",Primary,Charles Rowan House,,,,Margery Street,Islington,London,,,WC1X 0EH
c5883203-d0c7-4609-a250-ed5a408122e4,"1  Kingsway, London, WC2B 6AN",Primary,,,,1 ,Kingsway,,London,,,WC2B 6AN
c5d5c0ab-7405-4fd9-ada9-486abaed3821,"92a Broad Street, Canterbury, Kent, CT1 2LU",Primary,,,,92a,Broad Street,,Canterbury,Kent,,CT1 2LU
c5efd66f-f1d2-46d7-9184-abdcfa35596b,"Unit 7 St Margaret's Business Centre, Moor Mead Road, Twickenham, TW1 1JS",Primary,Unit 7 St Margaret's Business Centre,,,,Moor Mead Road,,Twickenham,,,TW1 1JS
c6a31ccd-f94f-4805-b9df-e9baebf168d7,"130-136 Sydenham Road, Sydenham, London, SE26 5JY",Primary,,,,130-136,Sydenham Road,Sydenham,London,,,SE26 5JY
c6dcc5bc-3e85-4287-8e79-9f86faeb55d7,"Spaceworks, Harland Works, 70 John Street, Sheffield, South Yorkshire, S2 4QU",Primary,Spaceworks,,Harland Works,70,John Street,,Sheffield,South Yorkshire,,S2 4QU
c6ebf321-7d99-4b35-8f7e-aeb020b558b1,"46  Chipstead Valley Road, Coulsdon, CR5 2RA",Primary,,,,46 ,Chipstead Valley Road,,Coulsdon,,,CR5 2RA
c6ffc689-aa32-4cdf-844b-d03c1ed7eae5,"Churchgate House, 3  Church Road, Cardiff, South Glamorgan, CF14 2DX",Primary,Churchgate House,,,3 ,Church Road,,Cardiff,South Glamorgan,,CF14 2DX
c7233020-ea63-4e33-b1de-dd8cb84bad8f,"Amber Court, William Armstrong Drive, Newcastle Business Park, Newcastle upon Tyne, Tyne and Wear, NE4 7YQ",Primary,Amber Court,,,,William Armstrong Drive,Newcastle Business Park,Newcastle upon Tyne,Tyne and Wear,,NE4 7YQ
c76adb44-2aa3-457e-a8a8-36daaa0f4636,"University College London, 31-34 Gordon Square, London, WC1H 0PY",Primary,University College London,,,31-34,Gordon Square,,London,,,WC1H 0PY
c7752d11-c0f4-4352-8862-82951c3e76a7,"Church Hill, Orpington, Kent, BR6 0HN",Primary,,,,,Church Hill,,Orpington,Kent,,BR6 0HN
c7871b53-b718-4a29-8075-c18ea99d1110,"Sessions House, County Hall, County Road, Maidstone, Kent, ME14 1XQ",Primary,Sessions House,,County Hall,,County Road,,Maidstone,Kent,,ME14 1XQ
c7b901fb-796f-477f-bd36-24e69a6b31bb,"4th Floor, 86  Fetter Lane, London, EC4A 1EN",Primary,4th Floor,,,86 ,Fetter Lane,,London,,,EC4A 1EN
c8620e87-0eec-48a2-aa2e-ffafe1f9a2d2,"Eversley House, Wheatsheaf Lane, Oaksey, Malmesbury, Wiltshire, SN16 9TB",Primary,Eversley House,,,,Wheatsheaf Lane,Oaksey,Malmesbury,Wiltshire,,SN16 9TB
c899f331-e67e-4acd-8e50-b603cc3b0818,"52a Cromwell Road, London, SW7 5BE",Primary,,,,52a,Cromwell Road,,London,,,SW7 5BE
c8a4d30f-f680-482d-b276-eebdda81d646,"70  Grosvenor Street, London, W1K 3JP",Primary,,,,70 ,Grosvenor Street,,London,,,W1K 3JP
c8c4278c-0e24-42ad-855a-74c2956bb2d1,"Palmerston Road, Haringey, London, N22 8RG",Primary,,,,,Palmerston Road,Haringey,London,,,N22 8RG
c8dfa2cd-3fb3-4340-a088-c52a30a68803,"Room 46 - North Kingston Centre, Richmond Road, Kingston upon Thames, KT2 5PE",Primary,Room 46 - North Kingston Centre,,,,Richmond Road,,Kingston upon Thames,,,KT2 5PE
c955f60b-1c18-4923-bd4a-923f5567f8fe,"Barratt House, Cartwright Way, Bardon Hill, Coalville, Leicestershire, LE67 1UF",Primary,Barratt House,,,,Cartwright Way,Bardon Hill,Coalville,Leicestershire,,LE67 1UF
c99a3baa-027c-49db-bd86-6e4fdcb1d31c,"25a Creek Road, Hampton Court, East Molesey, KT8 9BE",Primary,,,,25a,Creek Road,Hampton Court,East Molesey,,,KT8 9BE
c9c5e003-d6b7-43ee-a7c2-e89f86307b57,"10  Downing Street, Westminster, SW1A",Primary,,,,10 ,Downing Street,,Westminster,,,SW1A
ca0c8c7a-a382-4040-a381-66bb48ed9443,"21  East Street, Bromley, BR1 1QE",Primary,,,,21 ,East Street,,Bromley,,,BR1 1QE
ca14df13-4d71-4c9c-9087-611e1b219e5e,"51  Whitebread Close, London, N17 0YB",Primary,,,,51 ,Whitebread Close,,London,,,N17 0YB
ca1c805b-8a63-4635-aeaa-50d3a493fce1,"152  Millbrook Road East, Southampton, Hampshire, SO15 1JR",Primary,,,,152 ,Millbrook Road East,,Southampton,Hampshire,,SO15 1JR
ca935870-a1f8-40b1-ab98-6aec0f44a470,"4th Floor - Cannon Bridge House, 25 Dowgate Hill, London, EC4R 2YA",Primary,4th Floor - Cannon Bridge House,,,25,Dowgate Hill,,London,,,EC4R 2YA
caa2fa44-99de-4e81-8918-4306b18c7917,"Robert Brett House, Milton Manor Farm, Ashford Road, Chartham, Canterbury, Kent, CT5 7PP",Primary,Robert Brett House,,Milton Manor Farm,,Ashford Road,Chartham,Canterbury,Kent,,CT5 7PP
cb242683-0aa5-40cd-962d-a5ae6d48b870,"1 Chapel Place, London, W1G 0BG",Primary,,,,1,Chapel Place,,London,,,W1G 0BG
cb96ebdc-1021-47e5-b049-07d4cb0bd3dc,"Old Chapel Farm, Tylwch, Llanidoes, Powys, SY18 6JR",Primary,Old Chapel Farm,,,,,Tylwch,Llanidoes,Powys,,SY18 6JR
cbb493ca-fccf-42ce-9eee-c579a4cfb170,"15  Countess Road, London, NW5 2NS",Primary,,,,15 ,Countess Road,,London,,,NW5 2NS
cc52728d-b312-41f2-b6ee-6179138db175,"Kingsley Dunham Centre, Nicker Hill, Keyworth, Nottingham, NG12 5GG",Primary,Kingsley Dunham Centre,,,,Nicker Hill,,Keyworth,Nottingham,,NG12 5GG
cc7b68c9-81e1-4411-b8fb-2fb2c150f1a1,"The Old Vicarage, Stockhill Road, Chilcompton, Radstock, Somerset, BA3 4JQ",Primary,The Old Vicarage,,,,Stockhill Road,Chilcompton,Radstock,Somerset,,BA3 4JQ
cca11e11-b40f-43cc-bd18-8d591e76b445,"Office 115-B Challenge House, 626  Mitcham Road, Croydon, CR0 3AA",Primary,Office 115-B Challenge House,,,626 ,Mitcham Road,,Croydon,,,CR0 3AA
ccb04e2a-4a8b-43c0-b001-c43d0e833c97,"Scott House, Alencon Link, Basingstoke, Hampshire, RG21 7PP",Primary,Scott House,,,,Alencon Link,,Basingstoke,Hampshire,,RG21 7PP
ccb04e2a-4a8b-43c0-b001-c43d0e833c97,"Crescent Centre, Temple Back, Bristol, BS1 6EZ",Alternative,Crescent Centre,,,,Temple Back,,Bristol,,,BS1 6EZ
cce316f7-602f-405b-bec2-64cf82303f7e,"40  Brookside, Hornchurch, RM11 2RS",Primary,,,,40 ,Brookside,,Hornchurch,,,RM11 2RS
cd4295e9-c66b-4376-b388-221e0bbf9a65,"Haslers, Old Station Road, Loughton, Essex, IG10 4PL",Primary,Haslers,,,,Old Station Road,,Loughton,Essex,,IG10 4PL
cd923c09-ea9b-4176-bd56-84b8fca5ad51,"5 Lafone House, 11-13 Leathermarket Street, London, SE1 3HN",Primary,,5,Lafone House,11-13,Leathermarket Street,,London,,,SE1 3HN
cd95ccba-bda1-4754-92fd-6fa6ea36ee3d,"40 Norman Road, Greenwich, London, SE10 9QX",Primary,,,,40,Norman Road,Greenwich,London,,,SE10 9QX
cdad947f-ddc8-4080-9573-0a70532daa87,"Studio 4.04, The Tea Building, 56 Shoreditch High Street, London, E1 6JJ",Primary,"Studio 4.04, The Tea Building",,,56,Shoreditch High Street,,London,,,E1 6JJ
cdf8cba2-b9e6-47d3-8080-9249fc6e934a,"17 Regent Street, London, SW1Y 4LR",Primary,,,,17,Regent Street,,London,,,SW1Y 4LR
ce1c4142-2676-4877-b1b2-5f9dac7ed2dd,"Floor 3 - Civic Centre, Glebe Street, Stoke-on-Trent, ST4 1HH",Primary,Floor 3 - Civic Centre,,,,Glebe Street,,Stoke-on-Trent,,,ST4 1HH
ce25ba53-a934-4e41-ba64-0a3197c9703c,"2-4 Tooley Street, London, SE1 2SY",Primary,,,,2-4,Tooley Street,,London,,,SE1 2SY
ce81cfcd-368c-4d12-ad5d-2bee98f0e9e7,"The Green, 10  Beacon Hill Road, Newark, Nottinghamshire, NG24 1NU",Primary,The Green,,,10 ,Beacon Hill Road,,Newark,Nottinghamshire,,NG24 1NU
cea56ba0-a39d-40a9-92a1-5345019ef894,"12 Sandiford House, 40 Standsted Road, Caterham, CR3 6AB",Primary,,12,Sandiford House,40,Standsted Road,,Caterham,,,CR3 6AB
ced0af3a-84fa-4ec0-bc86-3bc916f4085b,"Town Hall, Main Road, Romford, London, RM1 3BB",Primary,Town Hall,,,,Main Road,,Romford,,,RM1 3BB
cee0219f-2f97-422d-b16c-b8eaa9d848b0,"Denne Court, Hengist Field, Borden, Sittingbourne, Kent, ME9 8FH",Primary,Denne Court,,,,Hengist Field,Borden,Sittingbourne,Kent,,ME9 8FH
cef5e013-5204-4749-bfad-83d2fffe37b5,"50  Lancaster Road, Enfield, EN2 0BY",Primary,,,,50 ,Lancaster Road,,Enfield,,,EN2 0BY
cefc16a6-8c77-4ce4-a398-6a5e04153763,"The Old School House, Bridge Road, Hunton Bridge, Kings Langley, Hertfordshire, WD4 8QR",Primary,The Old School House,,,,Bridge Road,Hunton Bridge,Kings Langley,Hertfordshire,,WD4 8QR
cf09d309-7ff0-48d8-832f-c0ae79b0f648,"6 Brunel Business Court, Eastern Way, Bury St Edmunds, Suffolk, IP32 7AJ",Primary,,6,Brunel Business Court,,Eastern Way,,Bury St Edmunds,Suffolk,,IP32 7AJ
cf09d309-7ff0-48d8-832f-c0ae79b0f648,"Sucklings Yard, Church Street, Ware, Hertfordshire, SG12 9EN",Alternative,Sucklings Yard,,,,Church Street,,Ware,Hertfordshire,,SG12 9EN
cf33980c-8ad0-4d0b-a897-5ea0a904882d,"11-12 Wigmore Place, London, W1U 2LU",Primary,,,,11-12,Wigmore Place,,London,,,W1U 2LU
cf3f9693-b1c3-4d53-bd63-9da66ca59970,"38  The Drive, Ickenham, Uxbridge, UB10 8AG",Primary,,,,38 ,The Drive,Ickenham,Uxbridge,,,UB10 8AG
cf41722a-8ddc-4155-855d-3fd6885f5704,"14  Holywell Row, London, EC2A 4JB",Primary,,,,14 ,Holywell Row,,London,,,EC2A 4JB
cf641312-76ef-44bc-bc4d-0b992acb607e,"Half Moon Passage, 17-19 Alie Street, London, E1 8DE",Primary,,,Half Moon Passage,17-19,Alie Street,,London,,,E1 8DE
d048f96b-a022-4907-a914-e1a73365de50,"29  Bressenden Place, Victoria, London, SW1E 5DZ",Primary,,,,29 ,Bressenden Place,Victoria,London,,,SW1E 5DZ
d07277d6-d299-4298-ae9d-9e24e9a8c0d0,"First Floor, Tayside House, 31  Pepper Street, London, E14 9RP",Primary,"First Floor, Tayside House",,,31 ,Pepper Street,,London,,,E14 9RP
d084ffda-b691-4e46-a52b-fda6a57b7b75,"Third Floor - Baird House, 15-17 St Cross Street, London, EC1N 8UW",Primary,Third Floor - Baird House,,,15-17,St Cross Street,,London,,,EC1N 8UW
d0952b46-2a80-482f-9b38-cf3b8fbbd031,"28  Margaret Street, London, W1W 8RZ",Primary,,,,28 ,Margaret Street,,London,,,W1W 8RZ
d0b35809-c3ff-40db-866a-f4a914c5804e,"Head Office, 15  Abbeville Road, London, SW4 9LA",Primary,Head Office,,,15 ,Abbeville Road,,London,,,SW4 9LA
d1711c48-f14a-42a7-af61-f9b8a5be98e1,"Jubilee House, 3 The Drive, Warley, Brentwood, Essex, CM13 3FR",Primary,Jubilee House,,,3,The Drive,Warley,Brentwood,Essex,,CM13 3FR
d1883ac7-0642-4089-9be0-710ec2d34e34,"St Mary's Church, St Mary's Street, Bedford, Bedfordshire, MK42 0AS",Primary,St Mary's Church,,,,St Mary's Street,,Bedford,Bedfordshire,,MK42 0AS
d19a572e-0a6f-4876-a61f-690f08628c97,"Cowley Business Park, Cowley, Uxbridge, UB8 2AL",Primary,,,,,Cowley Business Park,Cowley,Uxbridge,,,UB8 2AL
d1eea6d2-a7ab-4e0c-a733-22133f603803,"Southampton Buildings, 25  Chancery Lane, London, WC2A 1AL",Primary,Southampton Buildings,,,25 ,Chancery Lane,,London,,,WC2A 1AL
d21feaf7-670c-434e-99f5-e44e7e909030,"1st Floor - Oriel House, 52-54 Coombe Road, New Malden, KT3 4QF",Primary,1st Floor - Oriel House,,,52-54,Coombe Road,,New Malden,,,KT3 4QF
d22af074-6bbe-4d28-a042-10d21ed35730,"Badgemore House, Greys Road, Badgemore Park, Henley on Thames, Oxfordshire, RG9 4NR",Primary,Badgemore House,,,,Greys Road,Badgemore Park,Henley on Thames,Oxfordshire,,RG9 4NR
d2389fb8-100e-41fd-a274-9de5268b2887,"17  Savile Row, London, W1S 3PN",Primary,,,,17 ,Savile Row,,London,,,W1S 3PN
d26f9fb3-d602-4257-a55c-cd832f4b94e4,"4 Deans Yard, Westminster, London, SW1P 3NL",Primary,,,,4,Deans Yard,Westminster,London,,,SW1P 3NL
d2ec967f-3f27-40e1-ba94-a78cd0ed5549,"9  Junction Road, Edmonton, London, N9 7JS",Primary,,,,9 ,Junction Road,Edmonton,London,,,N9 7JS
d33a8ba2-37c0-4b50-adef-449958f2d944,"Abbey House, 74-76 St Johns Street, London, EC1M 4DZ",Primary,Abbey House,,,74-76,St Johns Street,,London,,,EC1M 4DZ
d3870849-586d-4c09-8148-544cc6205bdd,"Redhill House, 227  London Road, Worcester, Worcestershire, WR4 9HN",Primary,Redhill House,,,227 ,London Road,,Worcester,Worcestershire,,WR4 9HN
d3b15e5a-61f1-4396-bfce-1f4d1b5613be,"31  East India Dock Road, Poplar, London, E14 6DF",Primary,,,,31 ,East India Dock Road,Poplar,London,,,E14 6DF
d3eb430c-056b-4e2a-b176-bd207c334cb2,"22  Ganton Street, Carnaby, London, W1F 7FD",Primary,,,,22 ,Ganton Street,Carnaby,London,,,W1F 7FD
d401540f-be39-4eca-bf9f-409e7d5f0ac5,"41 Chalton Street, London, NW1 1JD",Primary,,,,41,Chalton Street,,London,,,NW1 1JD
d4073b69-9791-4526-be37-cf155a61f64b,"Walgrave, NN69PY",Primary,,,,,,,Walgrave,,,NN69PY
d43e2f22-3d22-4714-9e3a-8cd06cf2b67d,"Elstree Gate, 4  Elstree Way, Cheshunt, Hertfordshire, EN8 7DR",Primary,,4,Elstree Gate,,Elstree Way,,Cheshunt,Hertfordshire,,EN8 7DR
d44b4665-5f6b-401d-81a5-b5ff29d26231,"Barnet House, 1255  High Road, Whetstone, London, N20 0EJ",Primary,Barnet House,,,1255 ,High Road,Whetstone,London,,,N20 0EJ
d45cadc9-589e-42c4-9df7-8be37fdf7d74,"21  Lincoln's Inn Fields, London, WC2A 3DU",Primary,,,,21 ,Lincoln's Inn Fields,,London,,,WC2A 3DU
d48a4dc8-3f4c-400f-861f-c1ad77e9aaa8,"Redrow House, 6  Waterside Way, The Lakes, Northampton, NN4 7XD",Primary,Redrow House,,,6 ,Waterside Way,The Lakes,Northampton,,,NN4 7XD
d511227c-60b1-4a77-853f-8148b15dcf9d,"Church House, Great Smith Street, London, SW1P 3AZ",Primary,Church House,,,,Great Smith Street,,London,,,SW1P 3AZ
d524bc88-1c4c-4245-8812-8318bdcf7563,"Robert Brett House, Ashford Road, Canterbury, Kent, CT4 7PP",Primary,Robert Brett House,,,,Ashford Road,,Canterbury,Kent,,CT4 7PP
d5314307-e8d2-449f-b70b-6a30ee0e858e,"Kings Place, 90  York Way, London, N1 9AG",Primary,,,Kings Place,90 ,York Way,,London,,,N1 9AG
d590ed11-0f9f-4b0c-a494-63bd91ca1353,"14  Nelmes Way, Hornchurch, Essex, RM11 2QZ",Primary,,,,14 ,Nelmes Way,,Hornchurch,Essex,,RM11 2QZ
d5d3f3a4-695a-4ca9-8731-3ad7e6732716,"1  Sandwich Street, London, WC1H 9PF",Primary,,,,1 ,Sandwich Street,,London,,,WC1H 9PF
d5e56fa7-e355-4901-98d9-d276c4676471,"Town Hall, Argyle Street, Camden, London, WC1H 8ND",Primary,Town Hall,,,,Argyle Street,Camden,London,,,WC1H 8ND
d5ee4f49-90a3-473e-8aaf-aad0f23c430b,"42  Albert Street, London, NW1 7NU",Primary,,,,42 ,Albert Street,,London,,,NW1 7NU
d615ca8e-3a27-4800-8dec-2d710f34c5b2,"Television Centre, 101 Wood Lane, White City, London, W12 0TT",Primary,Television Centre,,,101,Wood Lane,White City,London,,,W12 0TT
d680669a-f4b5-4740-8849-c610e9cb3a9b,"Discovery House, 28-42 Banner Street, London, EC1Y 8QE",Primary,Discovery House,,,28-42,Banner Street,,London,,,EC1Y 8QE
d6b8eaad-7ac6-4720-b854-866a643117ef,"Mar House, 1036  Stratford Road, Shirley, Solihull, West Midlands, B90 4EE",Primary,Mar House,,,1036 ,Stratford Road,Shirley,Solihull,West Midlands,,B90 4EE
d6e49f68-fece-4334-a625-21bfe485732e,"Crest House, Pyrcroft Road, Chertsey, Surrey, KT16 9GN",Primary,Crest House,,,,Pyrcroft Road,,Chertsey,Surrey,,KT16 9GN
d6f58b4c-6eb7-4abe-867f-30192cc01f82,"Alliance House, 12  Caxton Street, London, SW1H 0QS",Primary,Alliance House,,,12 ,Caxton Street,,London,,,SW1H 0QS
d724d60a-b2eb-4e32-8ce9-739c2eddd656,"45 Crescent Lane, London, SW4 9PT",Primary,,,,45,Crescent Lane,Clapham,London,,,SW4 9PT
d749a74a-b64d-40f8-8b0f-00d4535e7a21,"Faculty of Continuing Education, 26  Russell Square, Bloomsbury, London, WC1B 5DQ",Primary,Faculty of Continuing Education,,,26 ,Russell Square,Bloomsbury,London,,,WC1B 5DQ
d76851d4-e39d-49f0-a27e-394d97aeb1b6,"1  The Mount, Lexden, Colchester, Essex, CO3 4JR",Primary,,,,1 ,The Mount,Lexden,Colchester,Essex,,CO3 4JR
d80621a8-8d81-464f-a200-cf3a7f2d1fe3,"Downing Street, Cambridge, Cambridgeshire, CB2 3DZ",Primary,,,,,Downing Street,,Cambridge,Cambridgeshire,,CB2 3DZ
d828e4c7-9ce3-4717-95bc-77f271ad05ad,"467  Rainham Road South, Dagenham, RM10 7XJ",Primary,,,,467 ,Rainham Road South,,Dagenham,,,RM10 7XJ
d8801ad9-f284-44cc-916a-f4c6735cdd6f,"Civic Centre, High Street, Uxbridge,, UB8 1UW",Primary,Civic Centre,,,,High Street,,"Uxbridge,",,,UB8 1UW
d8897665-9cac-4cd9-9738-c8374cc2e175,"The Power House - Gunpowder Mill, Powdermill Lane, Waltham Abbey, Essex, EN9 1BN",Primary,The Power House - Gunpowder Mill,,,,Powdermill Lane,,Waltham Abbey,Essex,,EN9 1BN
d8bc79e7-df52-49d7-9dd2-b72379d4ac8c,"Centenary House, Unit 11 Meridian Business Park, Fleming Road, Waltham Abbey, Essex,  EN9 3BZ",Primary,Centenary House,Unit 11,Meridian Business Park,,Fleming Road,,Waltham Abbey,Essex,, EN9 3BZ
d8e480a0-aa53-4b91-aa0c-069add27e2cf,"37D Mildmay Grove, London, N1 4RH",Primary,,,,37D,Mildmay Grove,,London,,,N1 4RH
d9057837-b263-45a4-b9b8-12383cc0ab10,"The Glasshouse, 177-187 Arthur Road, Wimbledon, London, SW19 8AE",Primary,The Glasshouse,,,177-187,Arthur Road,Wimbledon,London,,,SW19 8AE
d92680d3-0c0e-445c-ae0e-c69b436598cb,"Town Hall - Mulberry Place, 5  Clove Crescent, Poplar, London, E14 2BG",Primary,Town Hall - Mulberry Place,,,5 ,Clove Crescent,Poplar,London,,,E14 2BG
d954c187-a8a7-47fc-bc08-8100eca26b40,"Gainsborough House, Pegler Way, Crawley, West Sussex, RH11 7FZ",Primary,Gainsborough House,,,,Pegler Way,,Crawley,West Sussex,,RH11 7FZ
d9f2072a-3ccc-455e-808b-8766f3165f2f,"Cowley Business Park, Cowley, Uxbridge, UB8 2AL",Primary,,,,,Cowley Business Park,Cowley,Uxbridge,,,UB8 2AL
d9f6f35e-72bb-4b07-98f6-608902df968f,"1 Langston Road, Loughton, Essex, IG10 3SD",Primary,,,,1,Langston Road,,Loughton,Essex,,IG10 3SD
da18e395-a083-4bf8-a62e-5924ee0e1b25,"98  Edgehill Road, Chislehurst, Kent, BR7 6LB",Primary,,,,98 ,Edgehill Road,,Chislehurst,Kent,,BR7 6LB
da3271ba-2e31-49ec-b50d-0609e567c7f8,"Suite 332 - Winston House, 2 Dollis Park, London,  N3 1HF",Primary,Suite 332 - Winston House,,,2,Dollis Park,,London,,, N3 1HF
da67344c-5f31-4446-8fba-06bd06d63f09,"The Compass Centre, Nelson Road, Hounslow, TW6 2GW",Primary,The Compass Centre,,,,Nelson Road,,Hounslow,,,TW6 2GW
da88ad4e-cc55-4fbb-98ab-cd67e71fe0cd,"Telford House, Queensgate, Britannia Road, Waltham Cross, Hertfordshire, EN8 7TF",Primary,Telford House,,Queensgate,,Britannia Road,,Waltham Cross,Hertfordshire,,EN8 7TF
dabe7239-88f2-45fd-bee3-ff0c20143cb6,"Pullman Court, 5  Great Western Road, Gloucester, GL1 3ND",Primary,Pullman Court,,,5 ,Great Western Road,,Gloucester,,,GL1 3ND
dac15fe4-0d42-4cea-9b18-a26f01d87045,"Dorset House, 1 Church Street, Wimborne, Dorset, BH21 1JH",Primary,Dorset House,,,1,Church Street,,Wimborne,Dorset,,BH21 1JH
db335bdc-1651-491d-a90d-13ad913b2e83,"55  Blandford Street, London, W1H3AF",Primary,,,,55 ,Blandford Street,,London,,,W1H3AF
db6cc09b-0337-4ea6-bf9a-bd0f6faf7093,"Northaw House, Coopers Lane, Northaw, Hertfordshire,  EN6 4PS",Primary,Northaw House,,,,Coopers Lane,,Northaw,Hertfordshire,, EN6 4PS
dbb5543b-f1b1-4eab-a576-a3de9e3108c0,"Newby House, 309  Chase Road, Southgate, London, N14 6JS",Primary,Newby House,,,309 ,Chase Road,Southgate,London,,,N14 6JS
dbc4ad12-4737-488b-add7-5b7280602356,"Department of Geography - Royal Holloway, Egham Hill, Egham, Surrey, TW20 0EX",Primary,Department of Geography - Royal Holloway,,,,Egham Hill,,Egham,Surrey,,TW20 0EX
dc346ab3-bfcf-4c45-975d-7968994575cf,"116  Princedale Road, London, W11 4NH",Primary,,,,116 ,Princedale Road,,London,,,W11 4NH
dc553f25-969c-4684-9cc4-9421d5b94dba,"Skyline 120, 270  Avenue West, Great Notley, Braintree, Essex, CM77 7AA",Primary,Skyline 120,,,270 ,Avenue West,Great Notley,Braintree,Essex,,CM77 7AA
dc7ffd26-4bcd-46fc-9486-dffef2c360aa,"49-51 Portland Place, London, W1B 1JL",Primary,,,,49-51,Portland Place,,London,,,W1B 1JL
dc9d6b42-1bf2-45d3-88f0-5b0f1e12ba80,"The Old College, Gallery Road, Dulwich, London, SE21 7AE",Primary,The Old College,,,,Gallery Road,Dulwich,London,,,SE21 7AE
dcff75a4-ef63-4eca-8d64-fa8b710152ef,"24  Chiswell Street, London, EC1Y 4TY",Primary,,,,24 ,Chiswell Street,,London,,,EC1Y 4TY
dd2329f4-545c-4a5f-82c2-a45e203e04bd,"Flat 4 19  Newport Road, Cowes, Isle of Wight, PO31 7PA",Primary,,Flat 4,,19 ,Newport Road,,Cowes,Isle of Wight,,PO31 7PA
dd2523ba-9540-4c54-a512-a6bf160160ea,"1 Alie Street, London, E1 8DE",Primary,,,,1,Alie Street,,London,,,E1 8DE
dd40c181-bb63-42b1-94b6-6bc10789c5a8,"6  Berry Street, London, EC1V 0AU",Primary,,,,6 ,Berry Street,,London,,,EC1V 0AU
de09fdb7-d14f-405a-a8b9-ec42d270c228,"13 Pusey Way, Lane End, High Wycombe, Bucks, HP14 3LG",Primary,,,,13,Pusey Way,Lane End,High Wycombe,Bucks,,HP14 3LG
de1ffe2a-2439-4766-9487-7ad58ed2fca5,"6  Burstock Road,, London, SW15 2PW",Primary,,,,6 ,"Burstock Road,",,London,,,SW15 2PW
de20c4b6-f9a7-4ff0-8ebe-0b6976217c10,"Great Russell Street, London, WC1B 3DG",Primary,,,,,Great Russell Street,,London,,,WC1B 3DG
df1c5bc1-853f-4a8d-a243-9d4ceeb9c0ac,"Suite 4 - Pioneer House, Vision Park, Chivers Way, Histon, Cambridge, Cambridgeshire, CB24 9NL",Primary,Suite 4 - Pioneer House,,Vision Park,,Chivers Way,Histon,Cambridge,Cambridgeshire,,CB24 9NL
df52263a-2576-469c-92d6-2e621a20c010,"29  Dewar Drive, Millhouses, Sheffield, South Yorkshire, S7 2GQ",Primary,,,,29 ,Dewar Drive,Millhouses,Sheffield,South Yorkshire,,S7 2GQ
dfdcc2f1-73cc-4705-bdc2-9e6ee64fe4ba,"Rydon House, Station Road, Forest Row, East Sussex, RH18 5DW",Primary,Rydon House,,,,Station Road,,Forest Row,East Sussex,,RH18 5DW
e005fb81-90e6-4434-aa59-509732fbdd1f,"Akara Building, 24  De Catro Street, Wickhams Cay, Road Town, British Virgin Islands, ",Primary,Akara Building,,,24 ,De Catro Street,Wickhams Cay,Road Town,British Virgin Islands,,
e04332e7-524f-48e4-b446-351d96e3e659,"Venture House - Boston Enterprise Centre, Enterprise Way, Endeavour Park, Boston, Lincolnshire, PE21 7TW",Primary,Venture House - Boston Enterprise Centre,,,,Enterprise Way,Endeavour Park,Boston,Lincolnshire,,PE21 7TW
e080d499-a06a-48fe-a834-436b88614ee7,"25  Harley Street, London, W1G 9BR",Primary,,,,25 ,Harley Street,,London,,,W1G 9BR
e0ce9dc6-1821-4e69-aee6-835fdfc6fab8,"14th Floor, One Euston Square, 40  Melton Street, London, NW1 2FD",Primary,"14th Floor, One Euston Square",,,40 ,Melton Street,,London,,,NW1 2FD
e0dfe067-ee4f-4f09-976e-bc4efe740e78,"Surrey History Centre, 130 Goldsworth Road, Woking, Surrey, GU21 6ND",Primary,Surrey History Centre,,,130,Goldsworth Road,,Woking,Surrey,,GU21 6ND
e16027cd-c777-4b78-9157-7686c991e2d3,"29  Great James Street, Bloomsbury, London, WC1N 3ES",Primary,,,,29 ,Great James Street,Bloomsbury,London,,,WC1N 3ES
e1831fe7-446c-4005-bad9-90df32548e5c,"North Bank, Lazonby, Penrith, Cumbria, CA10 1AJ",Primary,North Bank,,,,,Lazonby,Penrith,Cumbria,,CA10 1AJ
e1e9da06-a344-49e9-87b9-71e8f882984e,"King George VI Lines - Royal Artillery Barracks, Repository Road, Woolwich, London, SE18 4BB",Primary,King George VI Lines - Royal Artillery Barracks,,,,Repository Road,Woolwich,London,,,SE18 4BB
e20278af-42a0-4dae-815c-b7e0bc4c7fe6,"28  Gorst Road, London, NW10 6LE",Primary,,,,28 ,Gorst Road,,London,,,NW10 6LE
e21c65ff-c823-4023-8eae-48eceb238be5,"20 Wingate Business Exchange, 64-66 Wingate Square, London, SW4 0AF",Primary,,20,Wingate Business Exchange,64-66,Wingate Square,,London,,,SW4 0AF
