ResourceID,ResourceID2,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
73db98fc-313c-4d21-8127-23e18716e283,73db98fc-313c-4d21-8127-23e18716e283,Harrow,Borough,Current,,,,,,,,,,,,,,,,,,
7593a3db-d769-4627-a699-7127c0a6c017,7593a3db-d769-4627-a699-7127c0a6c017,Tower Hamlets,Borough,Current,,,,,,,,,,,,,,,,,,
7605a7df-0a3f-43db-8dcf-e9e5917e05f7,7605a7df-0a3f-43db-8dcf-e9e5917e05f7,,,,Alternate,,,,20-21,Took's Court,,,,,,,,,,,,
76a143fa-cdbd-4b1f-a64b-eb777faf7d38,76a143fa-cdbd-4b1f-a64b-eb777faf7d38,,,,Alternate,,,,1A,Windsor Court,,,,,,,,,,,,
7745e94e-6ddd-401b-a444-94d77ac0df58,7745e94e-6ddd-401b-a444-94d77ac0df58,Camden,Borough,Current,Alternate,,,,157-167,Charing Cross Road,,,WC2,,,,,,,,,
7768da8b-6ea9-4fa8-8306-a19563c4908d,7768da8b-6ea9-4fa8-8306-a19563c4908d,,,,Alternate,,,,2-10,Curzon Place,,,,,,,,,,,,
77839927-7a16-4bc9-b7d7-711b76eade65,77839927-7a16-4bc9-b7d7-711b76eade65,,,,Alternate,,,,55-59,Long Acre,,,,,,,,,,,,
77880ed1-01d1-44c9-8f52-bf31c13086c2,77880ed1-01d1-44c9-8f52-bf31c13086c2,,,,Alternate,,,,18-20,Cock Lane,,,,,,,,,,,,
7854d2a2-59aa-43ea-b8a7-3897a3ad045d,7854d2a2-59aa-43ea-b8a7-3897a3ad045d,,,,Alternate,,,,74,Crowndale Road,,,,,,,,,,,,
79f642a1-900d-4f36-9079-8792253cbfb4,79f642a1-900d-4f36-9079-8792253cbfb4,,,,Alternate,,,,29-33,Ludgate Hill,,,,,,,,,,,,
7dc7d86e-edbd-458a-a537-7b6a34874f80,7dc7d86e-edbd-458a-a537-7b6a34874f80,,,,Alternate,,,,19-26,Floral Street,,,,,,,,,,,,
7dce548a-a4cc-46a0-9623-2b89a7494958,7dce548a-a4cc-46a0-9623-2b89a7494958,,,,Alternate,,,,2-4,Russia Row,,,,,,,,,,,,
7e38072e-baf1-4a71-a5d5-0a6590b09eae,7e38072e-baf1-4a71-a5d5-0a6590b09eae,,,,Alternate,,,,46,Fish Street Hill,,,,,,,,,,,,
813b974a-1e1f-4037-b7f4-a3408f6f4b43,813b974a-1e1f-4037-b7f4-a3408f6f4b43,Waltham Forest,Borough,Current,,,,,,,,,,,,,,,,,,
82ac6b05-d7c0-4b82-ba26-61b00e1f87ce,82ac6b05-d7c0-4b82-ba26-61b00e1f87ce,,,,Alternate,,,,,Bishopsgate,,,,,,,,,,,,
868c003d-820c-44b2-9231-75ba0c37aeb0,868c003d-820c-44b2-9231-75ba0c37aeb0,,,,Alternate,,,,,Wood Street,,,,,,,,,,,,
86cb4759-5349-4a65-8761-523a35db6229,86cb4759-5349-4a65-8761-523a35db6229,,,,Alternate,,,,9-15,Neal Street,,,,,,,,,,,,
8836731a-fda2-4633-87d1-2cf3c8ab0186,8836731a-fda2-4633-87d1-2cf3c8ab0186,,,,Alternate,,,,11,Bartlett Court,,,,,,,,,,,,
8859527b-1b2b-4b29-bbbe-59ce9264b279,8859527b-1b2b-4b29-bbbe-59ce9264b279,,,,Alternate,,,,,Farringdon Street,,,,,,,,,,,,
89b494b1-8dd5-4503-840a-b74b798b2f43,89b494b1-8dd5-4503-840a-b74b798b2f43,Sutton,Borough,Current,,,,,,,,,,,,,,,,,,
