ResourceID,Legacy ID,Full Address,Building Name,Building Number,Street,Locality,Town or City,Postcode,Address Status,Address Currency,Area Name,Area Type,Area Currency Type,Reference Number,Reference Number Type,Location Description,Name,Name Use Type
35453f1f-06d7-52a2-398d-df96c7ee2754,DALO02531,"22   Trinity Road , London SW17 7RE",,22,  Trinity Road ,,London,SW17 7RE,Primary,Current,Wandsworth,Borough,Current,2017/3443,External Reference,,22 Trinity Road SW17 7RE,Primary
354c5181-8dac-a5d6-78b4-8736de559c61,DALO04022,"152-154   High Street, Hounslow London TW3 1LR",,152-154,  High Street,Hounslow,London,TW3 1LR,Primary,Current,Hounslow,Borough,Current,P/2016/3436,External Reference,,152-154 High Street Hounslow TW3 1LR,Primary
354eb2d6-9ae2-5837-237e-b7b1e1667c26,DALO04153,"196 - 202   Brixton Road, London SW9 6AP",,196 - 202,  Brixton Road,,London,SW9 6AP,Primary,Current,Lambeth,Borough,Current,16/05018/LB,External Reference,,196 - 202 Brixton Road London SW9 6AP,Primary
35584c65-9df8-1074-9ee3-1a0bfebf5667,DALO02096,"229   Lower Clapton Road, London E5 8EG",,229,  Lower Clapton Road,,London,E5 8EG,Primary,Current,Hackney,Borough,Current,2017/2776,External Reference,,229 Lower Clapton Road London E5 8EG,Primary
3559da1f-7f7e-981b-08db-a5f79b288b99,DALO04338,"405   London Road, Croydon London CR0 3PE",,405,  London Road,Croydon,London,CR0 3PE,Primary,Current,Croydon,Borough,Current,16/03495/P,External Reference,,405 London Road,Primary
35649ed8-88b3-1aef-4842-1bb95fe083c4,DALO05444,"20   Cazenove Road, London N16 6BD",,20,  Cazenove Road,,London,N16 6BD,Primary,Current,Hackney,Borough,Current,2015/2784,External Reference,,20 Cazenove Road,Primary
356a892e-13a7-4c96-56cd-e73815a47d40,DALO02890,"1   MACFARLANE LANE, Isleworth London TW7 5PN",,1,  MACFARLANE LANE,Isleworth,London,TW7 5PN,Primary,Current,Hounslow,Borough,Current,,,"Bolder Academy, MacFarlane Lane Isleworth",1 MACFARLANE LANE ISLEWORTH London TW7 5PN,Primary
357e13ac-a5c9-8df8-3fcf-a388429b4ee3,DALO05306,"TFL Highway Compound 14   Armada Way , Beckton London E6 7AB",TFL Highway Compound,14,  Armada Way ,Beckton,London,E6 7AB,Primary,Current,Newham,Borough,Current,15/03067/FUL,External Reference,,TFL Highway Compound,Primary
358863f3-121c-a1e0-1ca9-fbdafbf1604b,DALO05038,"51-53   Tooting Bec Gardens , London SW16",,51-53,  Tooting Bec Gardens ,,London,SW16,Primary,Current,Lambeth,Borough,Current,,,51 and 53 Tooting Bec Gardens,"51-53 Tooting Bec Gardens, SW16",Primary
35946eec-6664-8d8b-4ca2-feecbe7032cf,DALO02122,"21   Third Avenue, Plaistow London E13 8AW",,21,  Third Avenue,Plaistow,London,E13 8AW,Primary,Current,Newham,Borough,Current,16/00651/FUL,External Reference,,21-37 Third Avenue Plaistow London E13 8AW,Primary
35b7bc85-380c-75fb-1e19-1e51e1d30f2a,DALO04718,"35   Conifer Gardens, London SW16 2TY",,35,  Conifer Gardens,,London,SW16 2TY,Primary,Current,Lambeth,Borough,Current,16/02941/FUL,External Reference,,35 Conifer Gardens London SW16 2TY,Primary
35b80c82-8c3a-4eaf-592e-77e9f5ce2d6d,DALO02661,"34   Brownlow Road, Croydon London CR0 5JT",,34,  Brownlow Road,Croydon,London,CR0 5JT,Primary,Current,Croydon,Borough,Current,15/04121/P,External Reference,Land R/O 34 Brownlow Road Croydon ,Land R/O 34 Brownlow Road Croydon CR0 5JT,Primary
35e12487-70e8-85f3-a0f1-ddf9dc6fa2dc,DALO02930,"1   High Street South, East Ham London E6 6EN",,1,  High Street South,East Ham,London,E6 6EN,Primary,Current,Newham,Borough,Current,17/01135/FUL & 17/01136/LBC,External Reference,,1 High Street South East Ham London E6 6EN,Primary
36023155-6cbf-3725-17b4-52a361dd048d,DALO04438,"Queen Mary House, Chislehurst, London BR7 5PY",Queen Mary House,,,Chislehurst,London,BR7 5PY,Primary,Current,Bromley,Borough,Current,15/05237/FULL1,External Reference,,Queen Mary House,Primary
362411fa-567b-061f-4250-de7e8e0c9d3d,DALO05097,"The Highway Trading Centre, London E1W 3HR",The Highway Trading Centre,,,,London,E1W 3HR,Primary,Current,Tower Hamlets,Borough,Current,PA/16/00417,External Reference,,The Highway Trading Centre,Primary
3634bdd2-93dd-4445-9c93-7b71524d8985,DALO02631,"Grange Jaguar Landrover, Barnet, London EN5 5TZ",Grange Jaguar Landrover,,,Barnet,London,EN5 5TZ,Primary,Current,Barnet,Borough,Current,15/01638/FUL,External Reference,Hadley Green Garage Victors Way Barnet ,Grange Jaguar Landrover Victors Way Barnet EN5 5TZ,Alternative
363c8b27-472c-2917-3c9c-e95ebab66887,DALO05954,"38   Brockley Rise, London SE23 1QA",,38,  Brockley Rise,,London,SE23 1QA,Primary,Current,Lewisham,Borough,Current,DC/15/92617,External Reference,,38 BROCKLEY RISE,Primary
365268a5-8025-294d-71d5-67f9bebf7d26,DALO02284,"10   Buckingham Way , London SM6 9LT",,10,  Buckingham Way ,,London,SM6 9LT,Primary,Current,Croydon,Borough,Current,,,,"10 Buckingham Way, SM6 9LT",Primary
3653a807-4341-48d7-1469-8332a4130435,DALO03665,"1   Marlowe Road, London E17 3HA",,1,  Marlowe Road,,London,E17 3HA,Primary,Current,Waltham Forest,Borough,Current,163147APC,External Reference,,"1 Marlowe Road, Marlowe Road Estate, E17 3HA",Primary
365c4163-6737-2d29-4f38-9e9b1a947a0c,DALO03295,"163   Church Road, Manor Park London E12 6HB",,163,  Church Road,Manor Park,London,E12 6HB,Primary,Current,Newham,Borough,Current,16/03743/HH,External Reference,,"163 Church Road, Manor Park, London, E12 6HB",Primary
367a08ff-6e8c-602e-0dc7-40573c219ccf,DALO03547,"Enderby House, Greenwich, London SE10",Enderby House,,,Greenwich,London,SE10,Primary,Current,Greenwich,Borough,Current,10/3063/F,External Reference,Land at Enderby Wharf (former Alcatel site) Christchurch Way,"Land at Enderby Wharf (former ALCATEL site), Christchurch Way",Primary
369331a7-4611-04e6-25d0-4263748346a1,DALO02720,"12-14   Lombard Road , London SW11 3RF",,12-14,  Lombard Road ,,London,SW11 3RF,Primary,Current,Wandsworth,Borough,Current,2014/5947,External Reference,12 - 14 Lombard Road,12-14 Lombard Road SW11 3RF,Primary
369a610f-485c-4add-0181-27adb7bf1234,DALO02658,"1106   High Road, Chadwell Heath London RM6 4AD",,1106,  High Road,Chadwell Heath,London,RM6 4AD,Primary,Current,Redbridge,Borough,Current,2551/17,External Reference,,"1106, High Road, Chadwell Heath, Romford, RM6 4AD",Primary
36ac3928-7ee9-066b-0502-6dd584093dc6,DALO02341,"15A   Selkirk Road , London SW17 0ER",,15A,  Selkirk Road ,,London,SW17 0ER,Primary,Current,Wandsworth,Borough,Current,2017/3316,External Reference,,15A Selkirk Road SW17 0ER,Primary
36b4b7ab-35ed-9467-7511-d602ae5d4241,DALO00222,"48-76   Dalston Lane, Hackney London E8 3AH",,48-76,  Dalston Lane,Hackney,London,E8 3AH,Primary,Current,Hackney,Borough,Current,2012/1739,External Reference,48-76 Dalston Lane,48-76 Dalston Lane,Primary
36bbbb1c-02c6-8eb7-6640-c00038be4fcb,DALO00456,"1   Forest Road, Walthamstow London E17 6JF",,1,  Forest Road,Walthamstow,London,E17 6JF,Primary,Current,Waltham Forest,Borough,Current,170893FUL,External Reference,,"Forest Works, 1 Forest Road, Walthamstow, E17 6JF",Primary
36bd0565-2db5-14a7-51d9-404bea663ef5,DALO03750,"2A  Newman's Row, London WC2A",Great Hall and Library,2A, Newman's Row,,London,WC2A,Primary,Current,Camden,Borough,Current,,,"Great Hall East Terrace, Lincoln's Inn Fields, London WC2A 3TL","Library and Under Treasurer's Residence, Lincolns Inn New Hall, Lincoln's Inn Fields, London WC2A 3TL",Alternative
36c881ad-0c81-3d26-92d8-03df17568b64,DALO06081,"25   Elmfield Road, Bromley London BR1 1LT",,25,  Elmfield Road,Bromley,London,BR1 1LT,Primary,Current,Bromley,Borough,Current,13/01202/FULL1,External Reference,25 Elmfield Road,25 Elmfield Road,Primary
36f1f84f-20ed-9a46-01ff-081ab0330abe,DALO03957,"11   Church Road, Worcester Park London KT4 7RD",,11,  Church Road,Worcester Park,London,KT4 7RD,Primary,Current,Kingston upon Thames,Borough,Current,15/14789,External Reference,,"11 Church Road, WORCESTER PARK, KT4 7RD",Primary
36f9f2ec-1671-8820-379b-3f21ac4ea3dd,DALO05270,"21 - 29   Shore Road, London E9 7TA",,21 - 29,  Shore Road,,London,E9 7TA,Primary,Current,Hackney,Borough,Current,2016/0371,External Reference,,21 - 29 Shore Road,Primary
37068816-360c-762b-832f-6c07054c6cb3,DALO02033,"62   Millfields Road , London E5 0SB",,62,  Millfields Road ,,London,E5 0SB,Primary,Current,Hackney,Borough,Current,2017/0018,External Reference,,"60-62 Millfields Road, E5 0SB",Alternative
370a3288-1a26-929f-41a4-3e3fff1c5741,DALO05416,"12   Fairdene Road, Coulsdon London CR5 1RA",,12,  Fairdene Road,Coulsdon,London,CR5 1RA,Primary,Current,Croydon,Borough,Current,16/00108/P,External Reference,,"12 Fairdene Road, Coulsdon, CR5 1RA",Primary
370c088b-7e38-2da8-3df1-f35b3537927c,DALO02027,"66   Hammersmith Road, London W14 8UD",Kensington Centre,66,  Hammersmith Road,,London,W14 8UD,Primary,Current,Hammersmith and Fulham,Borough,Current,2017/03916/SCREIA,External Reference,,Kensington Centre 66 Hammersmith Road London W14 8UD,Primary
370f6069-91d2-8169-9170-97814f6b3cc7,DALO03297,"21   Weir Hall Gardens, London N18 1BH",,21,  Weir Hall Gardens,,London,N18 1BH,Primary,Current,Enfield,Borough,Current,16/04539/HOU,External Reference,,21 Weir Hall Gardens London N18 1BH,Primary
3724e3a3-43c5-7804-9c49-94826a4f3b04,DALO03104,"31   Boultwood Road, Beckton London E6 5QH",,31,  Boultwood Road,Beckton,London,E6 5QH,Primary,Current,Newham,Borough,Current,17/00704/HH,External Reference,,31 Boultwood Road Beckton London E6 5QH,Primary
3749ca8d-258c-9056-1407-5a4580025c0e,DALO01075,"59   Avenue Road, Kingston upon Thames London KT1 2RD",,59,  Avenue Road,Kingston upon Thames,London,KT1 2RD,Primary,Current,Kingston upon Thames,Borough,Current,1512610,External Reference,,"59 Avenue Road, Kingston upon Thames, KT1 2RD",Primary
374de586-a4db-a021-7ff7-0f5827808944,DALO00454,"66   Leytonstone Road, Stratford London E15 1SQ",,66,  Leytonstone Road,Stratford,London,E15 1SQ,Primary,Current,Newham,Borough,Current,14/00179/FUL,External Reference,,"66A Leytonstone Road, Stratford, London, E15 1SQ",Alternative
37605b12-3954-167d-7cea-00e10ca74ab6,DALO00067,"102 - 108   Clerkenwell Road, London EC1M 5SA",,102 - 108,  Clerkenwell Road,,London,EC1M 5SA,Primary,Current,Islington,Borough,Current,P2014/4759/AOD,External Reference,,102 - 108 Clerkenwell Road London EC1M 5SA,Primary
3767cb81-47d9-4990-938f-8735716871d3,DALO04151,"1   Fairfield South , Kingston upon Thames London KT1 2UH",,1,  Fairfield South ,Kingston upon Thames,London,KT1 2UH,Primary,Current,Kingston upon Thames,Borough,Current,1612830,External Reference,,"Ground Floor Flat, 1 Fairfield South, Kingston upon Thames, KT1 2UH",Primary
37818f65-1a78-3941-0b43-f7b75aa65113,DALO03455,"20   Fountayne Road, London N16 7DX",,20,  Fountayne Road,,London,N16 7DX,Primary,Current,Hackney,Borough,Current,2016/4154,External Reference,,"Top Floor Flat
20 Fountayne Road London N16 7DX",Primary
37862ebb-8ad5-a1a7-2259-bfea1c26a76f,DALO04780,"Refuse Transfer Station, Croydon, London CR0 3RL",Refuse Transfer Station,,,Croydon,London,CR0 3RL,Primary,Current,Croydon,Borough,Current,,,"Refuse Transfer site, Factory Lane","Refuse Transfer Station, Factory Lane",Alternative
3787ba49-8811-a554-6d92-e4c27b4615f1,DALO02561,"15   Durlston Road, London E5 8RP",,15,  Durlston Road,,London,E5 8RP,Primary,Current,Hackney,Borough,Current,2017/2290,External Reference,,"15 Durlston Road
London
E5 8RP",Primary
379645d3-4b71-2d2e-a0d5-b02757e831f0,DALO05681,"66A   Bushey Road, Upton Park London E13 9EN",,66A,  Bushey Road,Upton Park,London,E13 9EN,Primary,Current,Newham,Borough,Current,15/03129/FUL,External Reference,,66A Bushey Road,Primary
37b51530-4cef-0930-a4e7-bb363ca8877d,DALO03984,"81- 87   Upper Tooting Road , London SW17 7PB",,81- 87,  Upper Tooting Road ,,London,SW17 7PB,Primary,Current,Wandsworth,Borough,Current,,,81-87 Toooting Road,81- 87 Upper Tooting Road SW17 7PB,Primary
37b7c6a8-9635-7345-2dea-321ae0d8a113,DALO02100,"5   HOLLYGROVE CLOSE, Hounslow London TW3 3NE",,5,  HOLLYGROVE CLOSE,Hounslow,London,TW3 3NE,Primary,Current,Hounslow,Borough,Current, P/2017/3948,External Reference,,5 HOLLYGROVE CLOSE Hounslow TW3 3NE,Primary
37c8fcf2-1d6a-62c9-96f5-f4b397a59bae,DALO02305,"Hurlingham Club, London SW6 3PR",Hurlingham Club,,,,London,SW6 3PR,Primary,Current,Hammersmith and Fulham,Borough,Current,2013/04441/FUL,External Reference,"Proposed Redevelopment of the West Wing, Hurlingham Club, Ranelagh Gardens, London ",Hurlingham Club Ranelagh Gardens London SW6 3PR,Primary
37ea57cc-7109-25cd-04d9-166e7eb3632d,DALO04259,"203   Linwood Crescent, Enfield London EN1 4US",,203,  Linwood Crescent,Enfield,London,EN1 4US,Primary,Current,Enfield,Borough,Current,15/02545/FUL,External Reference,,203 Linwood Crescent,Primary
37fd0ff5-1174-21ef-53e0-d4f5eadc96f1,DALO00453,"54   Flat A Benthal Road, London N16 7DA",,54,  Flat A Benthal Road,,London,N16 7DA,Primary,Current,Hackney,Borough,Current,2018/2158,External Reference,,"Flat A, 54 Benthal Road London N16 7DA",Primary
3800ae5a-96a1-1ee3-7446-bf2cbae31271,DALO02134,"The Park House 4   Corscombe Close, Kingston upon Thames London KT2 7JS",The Park House,4,  Corscombe Close,Kingston upon Thames,London,KT2 7JS,Primary,Current,Kingston upon Thames,Borough,Current,1515191,External Reference,,"4 (The Park House) , Corscombe Close, Kingston upon Thames, KT2 7JS",Primary
38393e74-8af0-2bff-4aa4-860991517171,DALO01783,"58   Medway Road, London E3 5BY",,58,  Medway Road,,London,E3 5BY,Primary,Current,Tower Hamlets,Borough,Current,PA/17/02818,External Reference,,"58 Medway Road, London, E3 5BY",Primary
384bdc29-1b8f-6689-5462-bc8f8dd38869,DALO05730,"3   Park Lane, Cranford London TW5 9WA",,3,  Park Lane,Cranford,London,TW5 9WA,Primary,Current,Hounslow,Borough,Current,P/2015/4691,External Reference,,3 PARK LANE CRANFORD London TW5 9WA,Primary
386094f1-475d-3bb2-57f6-1b356e800b6b,DALO02679,"Hogarth Business Park, Chiswick, London W4 2TH",Hogarth Business Park,,,Chiswick,London,W4 2TH,Primary,Current,Hounslow,Borough,Current,P/2013/1706,External Reference,HOGARTH BUSINESS PARK BURLINGTON LANE CHISWICK LONDON ,HOGARTH BUSINESS PARK BURLINGTON LANE Chiswick London W4 2TH,Primary
38789f3f-50ab-6ad9-939d-063064104bb2,DALO00471,"35 - 43   Lincoln's Inn Fields, London WC2A 3PP",,35 - 43,  Lincoln's Inn Fields,,London,WC2A 3PP,Primary,Current,City of Westminster,Borough,Current,,,"Royal College of Surgeons, 35-43 Lincoln's Inn Fields",35 - 43 Lincoln's Inn Fields London WC2A 3PP,Primary
3881a4d8-8a35-3095-7259-9124cb135243,DALO00679,"Gallions Quarter, London E6 7AB",Gallions Quarter,,,,London,E6 7AB,Primary,Current,Newham,Borough,Current,,,Land Armada South Atlantis Avenue Beckton London E16,"Gallions Quarter, Atlantis Avenue, Beckton, London",Primary
389c5f19-760a-2539-1273-ae8fdf6e9bd6,DALO05666,"Woodcroft, Kingston upon Thames, London KT2 7DQ",Woodcroft,,,Kingston upon Thames,London,KT2 7DQ,Primary,Current,Kingston upon Thames,Borough,Current,15/14190,External Reference,"Woodcroft Coombe End, Kingston upon Thames, ","Woodcroft Coombe End, Kingston upon Thames, KT2 7DQ",Primary
38b67168-25a5-4da6-8e6e-0a5266800ff7,DALO05550,"Whyte Chase, Kingston upon Thames, London KT2 7DF",Whyte Chase,,,Kingston upon Thames,London,KT2 7DF,Primary,Current,Kingston upon Thames,Borough,Current,13/14831,External Reference,Whyte Chase Golf Club Drive Kingston Upon Thames ,"Whyte Chase Golf Club Drive, Kingston upon Thames, KT2 7DF",Primary
38da757c-7ce8-62b1-9f86-2889bc7f3885,DALO04934,"54   Croham Valley Road, South Croydon London CR2 7NB",,54,  Croham Valley Road,South Croydon,London,CR2 7NB,Primary,Current,Croydon,Borough,Current,16/01803/P,External Reference,,"54 Croham Valley Road, South Croydon, CR2 7NB",Primary
39038120-0e2d-7842-3c06-b90b9ce59fb7,DALO01831,"Knights Court Nursing Home 107   High Street, Edgware London HA8 7DB",Knights Court Nursing Home,107,  High Street,Edgware,London,HA8 7DB,Primary,Current,Harrow,Borough,Current,P/4611/17,External Reference,,"Knights Court Nursing Home, 107 High Street, Edgware, HA8 7DB",Primary
390f04d9-7d20-7c25-5796-538abe234498,DALO04753,"1   Phipp Street, London EC2A 4PS",,1,  Phipp Street,,London,EC2A 4PS,Primary,Current,Hackney,Borough,Current,2014/3866,External Reference,,1 Phipp Street London EC2A 4PS,Alternative
390fb1fe-7bf4-a333-1e1c-9baaefb53852,DALO05380,"230   Swakeleys Road, London UB10 8AX",,230,  Swakeleys Road,,London,UB10 8AX,Primary,Current,Hillingdon,Borough,Current,,,,230 SWAKELEYS ROAD ICKENHAM,Primary
39199b72-2aa3-665b-940e-355d46a07a5a,DALO02384,"275-325   High Street, Stratford London E15 2TF",,275-325,  High Street,Stratford,London,E15 2TF,Primary,Current,Newham,Borough,Current,17/00355/SCOES,External Reference,,"275-325 High Street, Stratford, London, E15 2TF",Primary
391aae95-1959-408d-8766-1ab65d829b60,DALO03054,"1  Plough Yard, Hackney London EC2A 3LP",,1, Plough Yard,Hackney,London,EC2A 3LP,Primary,Current,Hackney,Borough,Current,2015/0400,External Reference,Land bounded by Curtain Road/ Hewett Street/ Great Eastern Street/ Fairchild Place/ Plough Yard/ Hearn Street London EC2A 3LP,The Stage 1 Land bounded by Curtain Road/Hewett Street/GreatEastern Street/Fairchild Place/Plough Yard London EC2A 3LP,Primary
391c4f9a-0862-8473-7e17-15ec23bf7113,DALO01924,"Peabody Estate, London SW11 1UR",Peabody Estate,,,,London,SW11 1UR,Primary,Current,Wandsworth,Borough,Current,2015/6393,External Reference,Peabody Estate St Johns Hill ,Peabody Estate St Johns Hill SW11 1UR,Primary
3922be58-8183-7c91-172d-3fe5dd0d89f4,DALO04215,"53   Duncan Terrace, London N1 8AG",,53,  Duncan Terrace,,London,N1 8AG,Primary,Current,Islington,Borough,Current,,,,53 Duncan Terrace London N1 8AG,Primary
39267a49-8b2f-4330-8697-25157b74592e,DALO00674,"Chelsea Barracks, London SW1W 8RF",Chelsea Barracks,,,,London,SW1W 8RF,Primary,Current,City of Westminster,Borough,Current,13/12922/ADFULL,External Reference,Development Site At Chelsea Barracks Chelsea Bridge Road London,Chelsea Barracks,Primary
392ea96f-625b-81f3-7f06-46823554a248,DALO04796,"44   Pears Road, Hounslow London TW3 1SR",,44,  Pears Road,Hounslow,London,TW3 1SR,Primary,Current,Hounslow,Borough,Current,P/2016/0024,External Reference,,FLAT 2 44 PEARS ROAD Hounslow TW3 1SR,Primary
3937cb8a-6e09-030c-1f7c-13d4cac65af7,DALO04873,"19   Lillieshall Road, London SW4 0LN",,19,  Lillieshall Road,,London,SW4 0LN,Primary,Current,Lambeth,Borough,Current,15/05152/LB,External Reference,,19 Lillieshall Road London SW4 0LN,Primary
3980673e-2c47-5727-8ed9-6bb965c08e3a,DALO02116,"Park Works 16   Park Road, Kingston upon Thames London KT2 6BD",Park Works,16,  Park Road,Kingston upon Thames,London,KT2 6BD,Primary,Current,Kingston upon Thames,Borough,Current,1512517,External Reference,,"Park Works, 16 Park Road, Kingston Upon Thames, KT2 6BG",Primary
3993e440-4976-3a59-277b-01aeb4c89896,DALO00037,"100   Whitechapel Road, London E1 1DN",,100,  Whitechapel Road,,London,E1 1DN,Primary,Current,Tower Hamlets,Borough,Current,PA/16/02606,External Reference,,"100 Whitechapel Road, London, E1 1JG",Primary
39958126-0b0a-226a-15f6-f2748f99168b,DALO05787,"Coal Drops Yard, London N1C 4AB",Coal Drops Yard,,,,London,N1C 4AB,Primary,Current,Camden,Borough,Current,2015/6015/P,External Reference,,Coal Drops Yard,Primary
39a18b1c-0b44-0bc2-8d8b-8a9cb4dc35d5,DALO04285,"146   Windsor Road, Forest Gate London E7 0RB",,146,  Windsor Road,Forest Gate,London,E7 0RB,Primary,Current,Newham,Borough,Current,16/02220/HH,External Reference,,146 Windsor Road Forest Gate London E7 0RB,Primary
39aeeaf3-99d4-999e-93b2-91916e2912a1,DALO04959,"24   Fletching Road, London E5 9QP",,24,  Fletching Road,,London,E5 9QP,Primary,Current,Hackney,Borough,Current,2016/0903,External Reference,,24 Fletching Road,Primary
39afaae6-4341-437e-a600-109ef5e19574,DALO05625,"211   Godstone Road, Kenley London CR8 5BN",,211,  Godstone Road,Kenley,London,CR8 5BN,Primary,Current,Croydon,Borough,Current,LB/15/05754,External Reference,"Basement To First Floor Maisonette, 11 Kensington Park Gardens","Basement To First Floor Maisonette, 11 Kensington Park Gardens",Primary
39c22243-88ac-77a0-0e75-780dbb1a064d,DALO03639,"Naseberry Court 2  Merriam Close, Chingford London E4 9JQ",Naseberry Court,2, Merriam Close,Chingford,London,E4 9JQ,Primary,Current,Waltham Forest,Borough,Current,163572,External Reference,,"Naseberry Court, 2, Merriam Close, Chingford, London, E4 9JQ",Primary
39c2faa6-792c-19b7-2a29-4f0e927b3880,DALO00439,"30A   Kempton Road, London E6 2LD",,30A,  Kempton Road,,London,E6 2LD,Primary,Current,Newham,Borough,Current,14/00583/HH,External Reference,,"30A Kempton Road, East Ham, London, E6 2LD",Primary
39c98c44-7332-8561-9a0c-2b82e19869ca,DALO04192,"Brent Town Hall 54   Forty Lane, Wembley London HA9 9HU",Brent Town Hall,54,  Forty Lane,Wembley,London,HA9 9HU,Primary,Current,Brent,Borough,Current,13/1995 & 13/1996 (LBC),External Reference,,"Lycee International De Londres, 54 Forty Lane, Wembley, HA9 9LY",Primary
39df2fad-6fff-378b-8ec9-fd4506b33ce7,DALO03202,"18   Sprowston Road, Forest Gate London E7 9AD",,18,  Sprowston Road,Forest Gate,London,E7 9AD,Primary,Current,Newham,Borough,Current,17/00438/HH,External Reference,,"18 Sprowston Road, Forest Gate, London, E7 9AD",Primary
39fad9d0-2e6b-804f-7959-f61f59405bf2,DALO05525,"Trent Lodge 6-8  Essex Road, Enfield London EN2 6TZ",Trent Lodge,6-8, Essex Road,Enfield,London,EN2 6TZ,Primary,Current,Enfield,Borough,Current,15/05617/FUL,External Reference,,Trent Lodge 6-8 Essex Road Enfield EN2 6TZ,Primary
39fb7e89-3e2c-083e-8f34-06db1e1f2a09,DALO00168,"Sewage Treatment Works, East Ham, London IG11 0AD",Sewage Treatment Works,,,East Ham,London,IG11 0AD,Primary,Current,Newham,Borough,Current,13/02092/AOD,External Reference,"Beckton Sewage Treatment Works, Jenkins Lane, East Ham, London, ","Beckton Sewage Treatment Works , Jenkins Lane, East Ham, London, IG11 0AD",Primary
3a0c927f-1439-8798-4469-02cd5aa7751b,DALO01895,"236   Evering Road, London E5 8AJ",,236,  Evering Road,,London,E5 8AJ,Primary,Current,Hackney,Borough,Current,2017/3907,External Reference,,236 Evering Road London E5 8AJ,Primary
3a0d6e5c-8366-235b-5db7-3f16336a4fe8,DALO01508,"The Cricketers Public House 340   London Road, Mitcham London CR4 3ND",The Cricketers Public House,340,  London Road,Mitcham,London,CR4 3ND,Primary,Current,Merton,Borough,Current,15/P0890,External Reference,,The Cricketers Public House 340 London Road Mitcham CR4 3ND,Primary
3a264c3e-4ee4-32f6-50d2-61980fda9f20,DALO00745,"The Powerhouse 87   West Street, Harrow London HA1 3EL",The Powerhouse,87,  West Street,Harrow,London,HA1 3EL,Primary,Current,Harrow,Borough,Current,P/4165/16,External Reference,,"Flat 1, Power House, 87 West Street, Harrow, HA1 3EL",Alternative
3a29a0b7-a35a-71e2-2d35-62daa2a5a0a0,DALO01162,"141   High Street, Barnet London EN5 5UZ",,141,  High Street,Barnet,London,EN5 5UZ,Primary,Current,Barnet,Borough,Current,APP/N5090/W/15/3133419,External Reference,,141 High Street Barnet EN5 5UZ,Primary
3a2ae8af-1110-6350-2915-76421f260221,DALO06165,"St Antonys Primary School, Forest Gate, London E7 9PN",St Antonys Primary School,,,Forest Gate,London,E7 9PN,Primary,Current,Newham,Borough,Current,15/02114/FUL,External Reference,,St Antonys Primary School,Primary
3a3ce4dd-0746-4ebe-22e2-e6a737779c77,DALO03542,"65   Barking Road, Canning Town London E16 4HB",,65,  Barking Road,Canning Town,London,E16 4HB,Primary,Current,Newham,Borough,Current,16/03585/FUL,External Reference,,"65 Barking Road, Canning Town, London, E16 4HB",Primary
3a407bbc-9e45-99d1-58f7-3088ffdf937e,DALO04341,"360   Purley Way, Croydon London CR0 4NY",,360,  Purley Way,Croydon,London,CR0 4NY,Primary,Current,Croydon,Borough,Current,16/03581/P,External Reference,,360 Purley Way,Primary
3a434fe3-312b-86b9-5bbd-a0536772a5fe,DALO02512,"396   High Street North, Manor Park London E12 6RH",,396,  High Street North,Manor Park,London,E12 6RH,Primary,Current,Newham,Borough,Current,17/00654/FUL,External Reference,,"396 High Street North, Manor Park, London, E12 6RH",Primary
3a534787-7fc8-79c8-6c10-bc6061a45bc7,DALO03513,"40   Ambleside Avenue, Lambeth London SW16 1QP",,40,  Ambleside Avenue,Lambeth,London,SW16 1QP,Primary,Current,Lambeth,Borough,Current,15/06981/FUL,External Reference,,40 Ambleside Avenue London SW16 1QP,Primary
3a546a84-0845-96f3-043b-fbf817bc4bcb,DALO01152,"47   Weymouth Street, London W1G 8NE",,47,  Weymouth Street,,London,W1G 8NE,Primary,Current,City of Westminster,Borough,Current,18/01880/LBC,External Reference,,47 Weymouth Street London W1G 8NE,Primary
3a64951e-910e-57d0-1dc5-d6286f9e6075,DALO04028,"78   Cumberland Road, Plaistow London E13 8LQ",,78,  Cumberland Road,Plaistow,London,E13 8LQ,Primary,Current,Newham,Borough,Current,16/02756/HH,External Reference,,78 Cumberland Road,Primary
3a88134f-7f67-9f1b-3f4d-bc96e96310cc,DALO00544,"25   Folkestone Road, East Ham London E6 6BX",,25,  Folkestone Road,East Ham,London,E6 6BX,Primary,Current,Newham,Borough,Current,17/04101/FUL,External Reference,,"25 Folkestone Road, East Ham, London, E6 6BX",Primary
3a894fca-9baf-0fce-4518-fcdc416e8852,DALO03669,"26   Brancaster Lane, Purley London CR8 1HF",,26,  Brancaster Lane,Purley,London,CR8 1HF,Primary,Current,Croydon,Borough,Current,16/05800/FUL,External Reference,,26 Brancaster Lane Purley CR8 1HF,Primary
3a906001-0e05-588a-354b-b383ef925f4d,DALO02942,"125-127   Belgrave Road, Ilford London IG1 3LG",,125-127,  Belgrave Road,Ilford,London,IG1 3LG,Primary,Current,Redbridge,Borough,Current,1241/17,External Reference,,"125-127, Belgrave Road, Ilford, IG1 3LG",Primary
3ab3499a-254d-8404-73f9-91e5158b840b,DALO03338,"14   Lansdowne Crescent, London W11",,14,  Lansdowne Crescent,,London,W11,Primary,Current,Kensington and Chelsea,Borough,Current,,,,"14 Lansdowne Crescent, London, W11 2NJ",Primary
